ident(String),type(String),name(String),elevation_ft(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String)
EDCJ,small_airport,Chemnitz/Jahnsdorf Airport,1198.0,EU,DE,DE-SN,Chemnitz,EDCJ,
EDCK,small_airport,K枚then Airport,305.0,EU,DE,DE-ST,K枚then,EDCK,
EDCL,small_airport,Klietz/Scharlibbe Airport,95.0,EU,DE,DE-ST,Scharlibbe,EDCL,
EDCM,small_airport,Kamenz Airport,495.0,EU,DE,DE-SN,Kamenz,EDCM,
EDCN,closed,Nauen Airport,112.0,EU,DE,DE-BR,,EDCN,
EDCO,small_airport,Obermehler-Schlotheim Airport,909.0,EU,DE,DE-TH,Obermehler,EDCO,
EDCP,small_airport,Peenem眉nde Airport,7.0,EU,DE,DE-MV,Peenem眉nde,EDCP,
EDCQ,small_airport,Aschersleben Airfield,525.0,EU,DE,DE-ST,Aschersleben,EDCQ,
EDCR,small_airport,Rerik-Zweedorf Airport,30.0,EU,DE,DE-MV,Rerik,EDCR,
EDCS,small_airport,Saarmund Airport,174.0,EU,DE,DE-BR,Saarmund,EDCS,
EDCT,small_airport,Taucha Airport,492.0,EU,DE,DE-SN,Taucha,EDCT,
EDCU,small_airport,G眉strow Airport,46.0,EU,DE,DE-MV,G眉strow,EDCU,
EDCV,small_airport,Flugplatz Pasewalk,72.0,EU,DE,DE-MV,Pasewalk,EDCV,
EDCW,small_airport,Wismar Airport,43.0,EU,DE,DE-MV,Wismar,EDCW,
EDCX,small_airport,Purkshof Airport,66.0,EU,DE,DE-MV,Rostock,EDCX,
EDCY,small_airport,Spremberg-Welzow Airport,374.0,EU,DE,DE-BR,Welzow,EDCY,
EDDB,large_airport,Berlin-Sch枚nefeld Airport,157.0,EU,DE,DE-BR,Berlin,EDDB,
EDDC,large_airport,Dresden Airport,755.0,EU,DE,DE-SN,Dresden,EDDC,
EDDE,medium_airport,Erfurt Airport,1036.0,EU,DE,DE-TH,Erfurt,EDDE,
EDDF,large_airport,Frankfurt am Main Airport,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,
EDDG,large_airport,M眉nster Osnabr眉ck Airport,160.0,EU,DE,DE-NW,M眉nster,EDDG,
EDDH,large_airport,Hamburg Airport,53.0,EU,DE,DE-HH,Hamburg,EDDH,
EDDI,closed,Berlin-Tempelhof International Airport,167.0,EU,DE,DE-BE,Berlin,EDDI,
EDDK,large_airport,Cologne Bonn Airport,302.0,EU,DE,DE-NW,Cologne,EDDK,
EDDL,large_airport,D眉sseldorf Airport,147.0,EU,DE,DE-NW,D眉sseldorf,EDDL,
EDDM,large_airport,Munich Airport,1487.0,EU,DE,DE-BY,Munich,EDDM,
EDDN,large_airport,Nuremberg Airport,1046.0,EU,DE,DE-BY,Nuremberg,EDDN,
EDDP,large_airport,Leipzig/Halle Airport,465.0,EU,DE,DE-SN,Leipzig,EDDP,
EDDR,medium_airport,Saarbr眉cken Airport,1058.0,EU,DE,DE-SL,Saarbr眉cken,EDDR,
EDDS,large_airport,Stuttgart Airport,1276.0,EU,DE,DE-BW,Stuttgart,EDDS,
EDDT,large_airport,Berlin-Tegel Airport,122.0,EU,DE,DE-BE,Berlin,EDDT,
EDDV,large_airport,Hannover Airport,183.0,EU,DE,DE-NI,Hannover,EDDV,
EDDW,large_airport,Bremen Airport,14.0,EU,DE,DE-HB,Bremen,EDDW,
EDEB,small_airport,Bad Langensalza Airport,650.0,EU,DE,DE-TH,Bad Langensalza,EDEB,
EDEF,small_airport,Babenhausen Airport,928.0,EU,DE,DE-HE,Babenhausen,EDEF,
EDEG,small_airport,Gotha-Ost Airport,991.0,EU,DE,DE-TH,Gotha,EDEG,
EDEH,small_airport,Herrenteich Airport,308.0,EU,DE,DE-BW,Hockenheim,EDEH,
EDEL,small_airport,Langenlonsheim Airport,295.0,EU,DE,DE-RP,Langenlonsheim,EDEL,
EDEM,small_airport,Mosenberg Airport,1296.0,EU,DE,DE-HE,Homburg,EDEM,
EDEN,small_airport,Bad Hersfeld Airport,,EU,DE,DE-HE,Bad Hersfeld,EDEN,
EDEP,small_airport,Heppenheim Airport,361.0,EU,DE,DE-HE,Heppenheim,EDEP,
EDEQ,small_airport,M眉hlhausen Airport,814.0,EU,DE,DE-TH,M眉hlhausen,EDEQ,
EDER,small_airport,Wasserkuppe Airport,2956.0,EU,DE,DE-HE,Gersfeld,EDER,
EDEW,small_airport,Walld眉rn Airport,1312.0,EU,DE,DE-BW,Walld眉rn,EDEW,
EDFA,small_airport,Anspach/Taunus Airport,1102.0,EU,DE,DE-HE,Anspach,EDFA,
EDFB,small_airport,Reichelsheim Airport,397.0,EU,DE,DE-HE,Reichelsheim,EDFB,
EDFC,small_airport,Aschaffenburg Airport,410.0,EU,DE,DE-BY,Aschaffenburg,EDFC,
EDFD,small_airport,Bad Neustadt/Saale-Grasberg Airport,997.0,EU,DE,DE-BY,Bad Neustadt a.d.Saale,EDFD,
EDFE,medium_airport,Frankfurt-Egelsbach Airport,384.0,EU,DE,DE-HE,Frankfurt am Main,EDFE,
EDFG,small_airport,Gelnhausen Airport,446.0,EU,DE,DE-HE,Gelnhausen,EDFG,
EDFH,medium_airport,Frankfurt-Hahn Airport,1649.0,EU,DE,DE-RP,Frankfurt am Main,EDFH,
EDFI,small_airport,Hirzenhain Airport,1706.0,EU,DE,DE-HE,Hirzenhain,EDFI,
EDFJ,small_airport,Lager Hammelburg Airport,1132.0,EU,DE,DE-BY,Hammelburg,EDFJ,
EDFK,small_airport,Bad Kissingen Airport,653.0,EU,DE,DE-BY,Bad Kissingen,EDFK,
EDFL,small_airport,Gie脽en-L眉tzellinden Airport,755.0,EU,DE,DE-HE,Gie脽en,EDFL,
EDFM,medium_airport,Mannheim-City Airport,308.0,EU,DE,DE-BW,Mannheim,EDFM,
EDFN,small_airport,Marburg-Sch枚nstadt Airport,833.0,EU,DE,DE-HE,Marburg,EDFN,
EDFO,small_airport,Michelstadt/Odenwald Airport,1142.0,EU,DE,DE-HE,Michelstadt,EDFO,
EDFP,small_airport,Ober-M枚rlen Airfield,814.0,EU,DE,DE-HE,Bad Neuheim,EDFP,
EDFQ,small_airport,Allendorf/Eder Airport,1158.0,EU,DE,DE-HE,Allendorf,EDFQ,
EDFR,small_airport,Rothenburg o. d. T. Airport,1309.0,EU,DE,DE-BY,Rothenburg ob der Tauber,EDFR,
EDFS,small_airport,Schweinfurt-S眉d Airport,686.0,EU,DE,DE-BY,Schweinfurt,EDFS,
EDFT,small_airport,Lauterbach Airport,1211.0,EU,DE,DE-HE,Lauterbach,EDFT,
EDFU,small_airport,Mainbullau Airport,1503.0,EU,DE,DE-BY,Miltenberg,EDFU,
EDFV,small_airport,Worms Airport,295.0,EU,DE,DE-RP,Worms,EDFV,
EDFW,small_airport,W眉rzburg-Schenkenturm Airport,991.0,EU,DE,DE-BY,W眉rzburg,EDFW,
EDFX,small_airport,Hockenheim Airport,315.0,EU,DE,DE-BW,Hockenheim,EDFX,
EDFY,small_airport,Elz Airport,699.0,EU,DE,DE-HE,Limburg an der Lahn,EDFY,
EDFZ,medium_airport,Mainz-Finthen Airport,525.0,EU,DE,DE-RP,Mainz,EDFZ,
EDGA,small_airport,Ailertchen Airport,1542.0,EU,DE,DE-RP,Ailertchen,EDGA,
EDGB,small_airport,Breitscheid Airport,1834.0,EU,DE,DE-HE,Breitscheid,EDGB,
EDGE,medium_airport,Eisenach-Kindel Airport,1112.0,EU,DE,DE-TH,Eisenach,EDGE,
EDGF,small_airport,Fulda-Jossa Airport,1558.0,EU,DE,DE-HE,Fulda,EDGF,
EDGH,small_airport,Hettstadt Airport,1050.0,EU,DE,DE-BY,Hettstadt,EDGH,
EDGI,small_airport,Sonderlandeplatz Ingelfingen-B眉hlhof,1375.0,EU,DE,DE-BW,Ingelfingen,EDGI,
EDGJ,small_airport,Ochsenfurt Airport,814.0,EU,DE,DE-BY,Ochsenfurt,EDGJ,
EDGK,small_airport,Korbach Airport,1280.0,EU,DE,DE-HE,Korbach,EDGK,
EDGL,heliport,Ludwigshafen Unfallklinik Heliport.,313.0,EU,DE,DE-RP,Ludwigshafen,EDGL,
EDGM,small_airport,Mosbach-Lohrbach Airport,1818.0,EU,DE,DE-BW,Mosbach,EDGM,
EDGN,closed,Nordenbeck Airport,1453.0,EU,DE,DE-HE,,EDGN,
EDGO,heliport,Oedheim Heliport,,EU,DE,DE-BW,Oedheim,EDGO,
EDGP,small_airport,Oppenheim Airport,279.0,EU,DE,DE-RP,Oppenheim,EDGP,
EDGQ,small_airport,Schameder Airport,1788.0,EU,DE,DE-NW,Schameder,EDGQ,
EDGR,small_airport,Gie脽en-Reiskirchen Airport,702.0,EU,DE,DE-HE,Gie脽en,EDGR,
EDGS,medium_airport,Siegerland Airport,1966.0,EU,DE,DE-NW,,EDGS,
EDGT,small_airport,Bottenhorn Airport,1657.0,EU,DE,DE-HE,Bottenhorn,EDGT,
EDGU,small_airport,Untersch眉pf Airport,1155.0,EU,DE,DE-BW,Untersch眉pf,EDGU,
EDGW,small_airport,Wolfhagen 鈥濭raner Berg鈥 Airport,1027.0,EU,DE,DE-HE,Wolfhagen,EDGW,
EDGX,small_airport,Walldorf Airport,344.0,EU,DE,DE-BW,Walldorf,EDGX,
EDGZ,small_airport,Weinheim/Bergstra脽e Airport,318.0,EU,DE,DE-BW,Weinheim,EDGZ,
EDHA,small_airport,Ahlhorn,161.0,EU,DE,DE-NI,Ahlhorn,EDHA,
EDHB,small_airport,Grube Airport,7.0,EU,DE,DE-SH,Grube,EDHB,
EDHC,small_airport,L眉chow-Rehbeck Airport,49.0,EU,DE,DE-NI,L眉chow,EDHC,
EDHD,small_airport,Heilbad Heiligenstadt Airfield,1195.0,EU,DE,DE-TH,Heilbad Heiligenstadt,EDHD,
EDHE,small_airport,Uetersen/Heist Airport,23.0,EU,DE,DE-SH,Uetersen,EDHE,
EDHF,small_airport,Itzehoe/Hungriger Wolf Airport,89.0,EU,DE,DE-SH,Itzehoe,EDHF,
EDHG,small_airport,L眉neburg Airport,161.0,EU,DE,DE-NI,L眉neburg,EDHG,
EDHI,medium_airport,Hamburg-Finkenwerder Airport,23.0,EU,DE,DE-HH,Hamburg,EDHI,
EDHK,medium_airport,Kiel-Holtenau Airport,102.0,EU,DE,DE-SH,Kiel,EDHK,
EDHL,medium_airport,L眉beck Blankensee Airport,53.0,EU,DE,DE-SH,L眉beck,EDHL,
EDHM,small_airport,Flugplatz Hartenholm,108.0,EU,DE,DE-SH,Hasenmoor,EDHM,
EDHN,small_airport,Neum眉nster Airport,72.0,EU,DE,DE-SH,Neum眉nster,EDHN,
EDHO,small_airport,Ahrenlohe Airport,33.0,EU,DE,DE-SH,Tornesch,EDHO,
EDHP,small_airport,Pellworm Field,3.0,EU,DE,DE-SH,Pellworm,EDHP,
EDHS,small_airport,Stade Airport,62.0,EU,DE,DE-NI,Stade,EDHS,
EDHU,small_airport,Lauenbr眉ck Airport,98.0,EU,DE,DE-NI,Lauenbr眉ck,EDHU,
EDHW,small_airport,Wahlstedt Airport,128.0,EU,DE,DE-SH,Wahlstedt,EDHW,
EDHX,heliport,Bad Bramstedt Heliport,118.0,EU,DE,DE-SH,Bad Bramstedt,EDHX,
EDJA,medium_airport,Memmingen Allgau Airport,2077.0,EU,DE,DE-BY,Memmingen,EDJA,
EDJG,small_airport,Grabenst盲tt Airfield,1765.0,EU,DE,DE-BY,Grabenst盲tt,EDJG,
EDKA,small_airport,Aachen-Merzbr眉ck Airport,623.0,EU,DE,DE-NW,Aachen,EDKA,
EDKB,small_airport,Bonn-Hangelar Airport,197.0,EU,DE,DE-NW,Bonn,EDKB,
EDKD,small_airport,Altena-Hegenscheid Airport,1552.0,EU,DE,DE-NW,Altena,EDKD,
EDKF,small_airport,Bergneustadt/Auf dem D眉mpel Airport,1604.0,EU,DE,DE-NW,Bergneustadt,EDKF,
EDKH,small_airport,H眉nsborn Airport,1306.0,EU,DE,DE-NW,Freudenberg,EDKH,
EDKI,small_airport,Betzdorf-Kirchen Airport,1125.0,EU,DE,DE-RP,Betzdorf,EDKI,
EDKL,small_airport,Leverkusen Airport,157.0,EU,DE,DE-NW,Leverkusen,EDKL,
EDKM,small_airport,Meschede-Sch眉ren Airport,1434.0,EU,DE,DE-NW,Meschede,EDKM,
EDKN,small_airport,Wipperf眉rth-Neye Airport,863.0,EU,DE,DE-NW,Wipperf眉rth,EDKN,
EDKO,small_airport,Brilon/Hochsauerlandkreis Airfield,1509.0,EU,DE,DE-NW,Brilon,EDKO,
EDKP,small_airport,Plettenberg-H眉inghausen Airport,981.0,EU,DE,DE-NW,Plettenberg,EDKP,
EDKR,small_airport,Schmallenberg-Rennefeld Airport,1529.0,EU,DE,DE-NW,Schmallenberg,EDKR,
EDKU,small_airport,Attendorn-Finnentrop Airport,1040.0,EU,DE,DE-NW,Attendorn,EDKU,
EDKV,small_airport,Flugplatz Dahlemer Binz,1896.0,EU,DE,DE-RP,Dahlheim,EDKV,
EDKW,small_airport,Werdohl-K眉ntrop Airport,1037.0,EU,DE,DE-NW,Werdohl,EDKW,
EDKZ,small_airport,Meinerzhagen Airport,1549.0,EU,DE,DE-NW,Meinerzhagen,EDKZ,
EDLA,small_airport,Arnsberg-Menden Airport,794.0,EU,DE,DE-NW,Neheim-H眉sten,EDLA,
EDLB,small_airport,Borkenberge Airport,157.0,EU,DE,DE-NW,D眉lmen,EDLB,
EDLC,small_airport,Kamp-Lintfort Airport,85.0,EU,DE,DE-NW,Rheinberg,EDLC,
EDLD,small_airport,Dinslaken/Schwarze Heide Airport,217.0,EU,DE,DE-NW,Bottrop-Kirchhellen,EDLD,
EDLE,small_airport,Essen Mulheim Airport,424.0,EU,DE,DE-NW,,EDLE,
EDLF,small_airport,Grefrath-Niershorst Airport,105.0,EU,DE,DE-NW,Grefrath,EDLF,
EDLG,small_airport,Goch-Asperden Airport,52.0,EU,DE,DE-NW,Goch,EDLG,
EDLH,small_airport,Hamm-Lippewiesen Airport,190.0,EU,DE,DE-NW,Hamm,EDLH,
EDLI,small_airport,Bielefeld Airport,454.0,EU,DE,DE-NW,Bielefeld,EDLI,
EDLJ,small_airport,Detmold Airport,650.0,EU,DE,DE-NW,Detmold,EDLJ,
EDLK,small_airport,Krefeld-Egelsberg Airport,141.0,EU,DE,DE-NW,Krefeld,EDLK,
EDLM,small_airport,Marl-Loem眉hle Airfield,240.0,EU,DE,DE-NW,Marl,EDLM,
EDLN,medium_airport,M枚nchengladbach Airport,125.0,EU,DE,DE-NW,M枚nchengladbach,EDLN,
EDLO,small_airport,Oerlinghausen Airport,558.0,EU,DE,DE-NW,Oerlinghausen,EDLO,
EDLP,medium_airport,Paderborn Lippstadt Airport,699.0,EU,DE,DE-NW,Paderborn,EDLP,
EDLQ,small_airport,Beelen Airport,,EU,DE,DE-NW,,EDLQ,
EDLR,small_airport,Paderborn-Haxterberg Airport,801.0,EU,DE,DE-NW,Paderborn,EDLR,
EDLS,small_airport,Stadtlohn-Vreden Airport,157.0,EU,DE,DE-NW,Stadtlohn,EDLS,
EDLT,small_airport,M眉nster-Telgte Airport,177.0,EU,DE,DE-NW,M眉nster,EDLT,
EDLU,small_airport,Oelde Bergeler Airport,269.0,EU,DE,DE-NW,,EDLU,
EDLV,medium_airport,Weeze Airport,106.0,EU,DE,DE-NW,Weeze,EDLV,
EDLW,large_airport,Dortmund Airport,425.0,EU,DE,DE-NW,Dortmund,EDLW,
EDLX,small_airport,Wesel-R枚merwardt Airport,72.0,EU,DE,DE-NW,Wesel,EDLX,
EDLY,small_airport,Borken-Hoxfeld Airport,157.0,EU,DE,DE-NW,Borken,EDLY,
EDLZ,small_airport,Soest/Bad Sassendorf Airport,394.0,EU,DE,DE-NW,Bad Sassendorf,EDLZ,
EDMA,medium_airport,Augsburg Airport,1516.0,EU,DE,DE-BY,Augsburg,EDMA,
EDMB,small_airport,Biberach a.d. Ri脽 Airfield,1903.0,EU,DE,DE-BW,Biberach an der Ri脽,EDMB,
EDMC,small_airport,Blaubeuren Airport,2218.0,EU,DE,DE-BW,Blaubeuren,EDMC,
EDMD,small_airport,Dachau-Gr枚benried Airport,1608.0,EU,DE,DE-BY,Dachau,EDMD,
EDME,small_airport,Eggenfelden Airport,1342.0,EU,DE,DE-BY,Eggenfelden,EDME,
EDMF,small_airport,F眉rstenzell Airport,1345.0,EU,DE,DE-BY,F眉rstenzell,EDMF,
EDMG,small_airport,G眉nzburg-Donauried Airport,1457.0,EU,DE,DE-BY,G眉nzburg,EDMG,
EDMH,small_airport,Gunzenhausen-Reutberg Airfield,1591.0,EU,DE,DE-BY,Gunzenhausen,EDMH,
EDMI,small_airport,Illertissen Airfield,1680.0,EU,DE,DE-BY,Illertissen,EDMI,
EDMJ,small_airport,Flugplatz Jesenwang,1860.0,EU,DE,DE-BY,Jesenwang,EDMJ,
EDMK,small_airport,Kempten-Durach Airport,2339.0,EU,DE,DE-BY,Kempten,EDMK,
EDML,small_airport,Landshut Airport,1312.0,EU,DE,DE-BY,Landshut,EDML,
EDMN,small_airport,Mindelheim-Mattsies Airfield,1857.0,EU,DE,DE-BY,Mindelheim,EDMN,
EDMO,medium_airport,Oberpfaffenhofen Airport,1947.0,EU,DE,DE-BY,,EDMO,
EDMP,small_airport,Vilsbiburg Airport,1450.0,EU,DE,DE-BY,Vilsbiburg,EDMP,
EDMQ,small_airport,Donauw枚rth-Genderkingen Airport,1312.0,EU,DE,DE-BY,Donauw枚rth,EDMQ,
EDMS,small_airport,Straubing Airport,1047.0,EU,DE,DE-BY,Straubing,EDMS,
EDMT,small_airport,Tannheim Airfield,1903.0,EU,DE,DE-BW,Tannheim,EDMT,
EDMU,small_airport,Gundelfingen Airport,1447.0,EU,DE,DE-BY,Gundelfingen a.d.Donau,EDMU,
EDMV,small_airport,Vilshofen Airport,991.0,EU,DE,DE-BY,Vilshofen,EDMV,
EDMW,small_airport,Deggendorf Airport,1030.0,EU,DE,DE-BY,Deggendorf,EDMW,
EDMX,heliport,Oberschleissheim Heliport,1600.0,EU,DE,DE-BY,Oberschleissheim,EDMX,
EDMY,small_airport,M眉hldorf Airport,1325.0,EU,DE,DE-BY,M眉hldorf am Inn,EDMY,
EDNA,small_airport,Ampfing-Waldkraiburg Airport,1362.0,EU,DE,DE-BY,Ampfing,EDNA,
EDNB,small_airport,Arnbruck Airport,1716.0,EU,DE,DE-BY,Arnbruck,EDNB,
EDNC,small_airport,Beilngries Airport,1211.0,EU,DE,DE-BY,Beilngries,EDNC,
EDND,small_airport,Dinkelsb眉hl-Sinbronn Airport,1598.0,EU,DE,DE-BY,Dinkelsb眉hl,EDND,
EDNE,small_airport,Erbach Airport,1558.0,EU,DE,DE-BW,Erbach,EDNE,
EDNF,small_airport,Elsenthal Grafe Airport,1417.0,EU,DE,DE-BY,Eberhardsreuth,EDNF,
EDNG,small_airport,Giengen/Brenz Airport,1696.0,EU,DE,DE-BW,Giengen an der Brenz,EDNG,
EDNH,small_airport,Bad W枚rishofen-Nord Airport,2034.0,EU,DE,DE-BY,Bad W枚rishofen,EDNH,
EDNI,small_airport,Berching Airport,1266.0,EU,DE,DE-BY,Berching,EDNI,
EDNJ,small_airport,Neuburg-Egweil Airport,1345.0,EU,DE,DE-BY,Neuburg an der Donau,EDNJ,
EDNK,small_airport,Kirchdorf/Inn Airport,1138.0,EU,DE,DE-BY,Kirchdorf am Inn,EDNK,
EDNL,small_airport,Leutkirch-Unterzeil Airport,2100.0,EU,DE,DE-BW,Leutkirch,EDNL,
EDNM,small_airport,Nittenau-Bruck Airport,1161.0,EU,DE,DE-BY,Nittenau,EDNM,
EDNO,small_airport,N枚rdlingen Airport,1385.0,EU,DE,DE-BY,N枚rdlingen,EDNO,
EDNP,small_airport,Pfarrkirchen Airport,1266.0,EU,DE,DE-BY,Pfarrkirchen,EDNP,
EDNQ,small_airport,Bopfingen Airport,2028.0,EU,DE,DE-BW,Bopfingen,EDNQ,
EDNR,small_airport,Regensburg-Oberhub Airport,1299.0,EU,DE,DE-BY,Regensburg,EDNR,
EDNS,small_airport,Schwabm眉nchen Airport,1804.0,EU,DE,DE-BY,Schwabm眉nchen,EDNS,
EDNT,small_airport,Treuchtlingen-Bubenheim Airport,1345.0,EU,DE,DE-BY,Treuchtlingen,EDNT,
EDNU,small_airport,Thannhausen Airport,1611.0,EU,DE,DE-BY,Thannhausen,EDNU,
EDNV,small_airport,Vogtareuth Airport,1535.0,EU,DE,DE-BY,Vogtareuth,EDNV,
EDNW,small_airport,Wei脽enhorn Airport,1644.0,EU,DE,DE-BY,Wei脽enhorn,EDNW,
EDNX,small_airport,Oberschlei脽heim Airfield,1594.0,EU,DE,DE-BY,Oberschlei脽heim,EDNX,
EDNY,medium_airport,Friedrichshafen Airport,1367.0,EU,DE,DE-BW,Friedrichshafen,EDNY,
EDNZ,small_airport,Zell-Haidberg Airport,2083.0,EU,DE,DE-BY,Zell im Fichtelgebirge,EDNZ,
EDOA,small_airport,Auerbach Airport,1880.0,EU,DE,DE-SN,Auerbach/Vogtl.,EDOA,
EDOB,small_airport,Bad Berka Airport,1001.0,EU,DE,DE-TH,Bad Berka,EDOB,
EDOC,small_airport,Gardelegen Airport,230.0,EU,DE,DE-ST,Gardelegen,EDOC,
EDOD,small_airport,Reinsdorf Airport,335.0,EU,DE,DE-BR,Reinsdorf,EDOD,
EDOE,small_airport,B枚hlen Airport,430.0,EU,DE,DE-SN,B枚hlen,EDOE,
EDOF,small_airport,Bad Frankenhausen Airport,761.0,EU,DE,DE-TH,Bad Frankenhausen,EDOF,
EDOG,small_airport,Torgau-Beilrode Airport,,EU,DE,DE-SN,Beilrode,EDOG,
EDOH,small_airport,Langhennersdorf Airport,1266.0,EU,DE,DE-SN,Freiberg,EDOH,
EDOI,small_airport,Bienenfarm Airport,120.0,EU,DE,DE-BR,Nauen,EDOI,
EDOJ,small_airport,L眉sse Airport,217.0,EU,DE,DE-BR,L眉sse,EDOJ,
EDOK,small_airport,Rudolstadt-Groschwitz Airport,1535.0,EU,DE,DE-TH,Rudolstadt,EDOK,
EDOL,small_airport,Oschersleben Glider Field,344.0,EU,DE,DE-ST,Oschersleben,EDOL,
EDOM,small_airport,Klein M眉hlingen Airport,171.0,EU,DE,DE-ST,Calbe,EDOM,
EDON,small_airport,Neuhardenberg Airport,39.0,EU,DE,DE-BR,Neuhardenberg,EDON,
EDOP,medium_airport,Schwerin Parchim Airport,166.0,EU,DE,DE-MV,,EDOP,
EDOQ,small_airport,Oschatz Airport,502.0,EU,DE,DE-SN,Oschatz,EDOQ,
EDOR,small_airport,St枚lln-Rhinow Airport,138.0,EU,DE,DE-BR,Rhinow,EDOR,
EDOS,small_airport,Pennewitz Airport,1506.0,EU,DE,DE-TH,Pennewitz,EDOS,
EDOT,small_airport,Greiz-Obergrochlitz Airport,1266.0,EU,DE,DE-TH,Greiz,EDOT,
EDOU,small_airport,Weimar-Umpferstedt Airport,984.0,EU,DE,DE-TH,Weimar,EDOU,
EDOV,small_airport,Stendal-Borstel Airport,184.0,EU,DE,DE-ST,Stendal,EDOV,
EDOW,small_airport,Waren-Vielist Airport,282.0,EU,DE,DE-MV,Waren,EDOW,
EDOX,small_airport,Renneritz Airport,308.0,EU,DE,DE-ST,Sandersdorf,EDOX,
EDOY,heliport,Ahrensfelde Heliport,,EU,DE,DE-BR,,EDOY,
EDOZ,small_airport,Sch枚nebeck-Zackm眉nde Airport,167.0,EU,DE,DE-ST,Sch枚nebeck,EDOZ,
EDPA,small_airport,Aalen-Heidenheim/Elchingen Airport,1916.0,EU,DE,DE-BW,Aalen,EDPA,
EDPB,small_airport,Bad Ditzenbach Airport,2362.0,EU,DE,DE-BW,Bad Ditzenbach,EDPB,
EDPC,small_airport,Bad Endorf/Jolling Airport,1690.0,EU,DE,DE-BY,Bad Endorf,EDPC,
EDPD,small_airport,Dingolfing Airport,1165.0,EU,DE,DE-BY,Dingolfing,EDPD,
EDPE,small_airport,Eichst盲tt Airport,1713.0,EU,DE,DE-BY,Eichst盲tt,EDPE,
EDPF,small_airport,Schwandorf Airport,1270.0,EU,DE,DE-BY,Schwandorf,EDPF,
EDPG,small_airport,Griesau Airport,1060.0,EU,DE,DE-BY,Pfatter,EDPG,
EDPH,small_airport,Schwabach-Heidenberg Airport,1181.0,EU,DE,DE-BY,Schwabach,EDPH,
EDPI,small_airport,Moosburg auf der Kippe,,EU,DE,DE-BY,,EDPI,
EDPJ,small_airport,Laichingen Airport,2434.0,EU,DE,DE-BW,Laichingen,EDPJ,
EDPK,small_airport,Sch枚nberg Airport,1946.0,EU,DE,DE-BY,Seebruck,EDPK,
EDPM,small_airport,Donzdorf Airport,2274.0,EU,DE,DE-BW,Donzdorf,EDPM,
EDPO,small_airport,Neumarkt/Obf. Airport,1394.0,EU,DE,DE-BY,Neumarkt in der Oberpfalz,EDPO,
EDPQ,small_airport,Schmidgaden Airport,1247.0,EU,DE,DE-BY,Schmidgaden,EDPQ,
EDPR,small_airport,Donauw枚rth Heliport,,EU,DE,DE-BY,Donauw枚rth,EDPR,
EDPS,small_airport,Sonnen Airport,2674.0,EU,DE,DE-BY,Waldkirchen,EDPS,
EDPT,small_airport,Gerstetten Airport,1975.0,EU,DE,DE-BW,Gerstetten,EDPT,
EDPU,small_airport,Bartholom盲-Amalienhof Airport,2092.0,EU,DE,DE-BW,Bartholom盲,EDPU,
EDPW,small_airport,Thalm盲ssing-Waizenhofen Airport,1893.0,EU,DE,DE-BY,Thalm盲ssing,EDPW,
EDPY,small_airport,Ellwangen Airport,1650.0,EU,DE,DE-BW,Ellwangen,EDPY,
EDQA,medium_airport,Airport Bamberg-Breitenau,811.0,EU,DE,DE-BY,Bamberg,EDQA,
EDQB,small_airport,Bad Windsheim Airport,1220.0,EU,DE,DE-BY,Bad Windsheim,EDQB,
EDQC,small_airport,Coburg-Brandensteinsebene Airport,1490.0,EU,DE,DE-BY,Coburg,EDQC,
EDQD,medium_airport,Bayreuth Airport,1601.0,EU,DE,DE-BY,Bayreuth,EDQD,
EDQE,small_airport,Burg Feuerstein Airport,1673.0,EU,DE,DE-BY,Ebermannstadt,EDQE,
EDQF,small_airport,Ansbach-Petersdorf Airport,1371.0,EU,DE,DE-BY,Ansbach,EDQF,
EDQG,small_airport,Giebelstadt Airport,981.0,EU,DE,DE-BY,Giebelstadt,EDQG,
EDQH,small_airport,Herzogenaurach Airport,1070.0,EU,DE,DE-BY,Herzogenaurach,EDQH,
EDQI,small_airport,Lauf-Lillinghof Airport,1788.0,EU,DE,DE-BY,Lauf an der Pegnitz,EDQI,
EDQK,small_airport,Kulmbach Airport,1660.0,EU,DE,DE-BY,Kulmbach,EDQK,
EDQL,small_airport,Lichtenfels Airport,853.0,EU,DE,DE-BY,Lichtenfels,EDQL,
EDQM,medium_airport,Hof-Plauen Airport,1959.0,EU,DE,DE-BY,Hof,EDQM,
EDQN,small_airport,Neustadt/Aisch Airport,1198.0,EU,DE,DE-BY,Neustadt an der Aisch,EDQN,
EDQO,small_airport,Ottengr眉ner Heide Airport,1880.0,EU,DE,DE-BY,Helmbrechts,EDQO,
EDQP,small_airport,Rosenthal-Field Pl枚ssen Airport,1496.0,EU,DE,DE-BY,Speichersdorf,EDQP,
EDQR,small_airport,Ebern-Sendelbach Airport,827.0,EU,DE,DE-BY,Ebern,EDQR,
EDQS,small_airport,Suhl-Goldlauter Airport,1923.0,EU,DE,DE-TH,Goldlauter-Heidersbach,EDQS,
EDQT,small_airport,Ha脽furt-Schweinfurt Airport,719.0,EU,DE,DE-BY,Ha脽furt,EDQT,
EDQW,small_airport,Weiden in der Oberpfalz Airport,1329.0,EU,DE,DE-BY,Weiden in der Oberpfalz,EDQW,
